bolster,2,1,bolstered
bolster,2,2,bolstered
bolster,2,3,bolstered
bolster,2,4,bolstered
bolster,16,0,bolstered
bolster,17,0,bolstering
border,2,0,bordered
border,2,1,bordered
border,2,2,bordered
border,2,3,bordered
border,2,4,bordered
border,16,0,bordered
border,17,0,bordering
bear,2,0,bore
bear,2,1,bore
bear,2,2,bore
bear,2,3,bore
bear,2,4,bore
bear,16,0,borne
bother,2,0,bothered
bother,2,1,bothered
bother,2,2,bothered
bother,2,3,bothered
bother,2,4,bothered
bother,16,0,bothered
bother,17,0,bothering
buy,2,0,bought
buy,2,1,bought
buy,2,2,bought
buy,2,3,bought
buy,2,4,bought
buy,16,0,bought
bind,2,0,bound
bind,2,1,bound
bind,2,2,bound
bind,2,3,bound
bind,2,4,bound
bind,16,0,bound
brag,2,0,bragged
brag,2,1,bragged
brag,2,2,bragged
brag,2,3,bragged
brag,2,4,bragged
brag,16,0,bragged
brag,17,0,bragging
breed,2,0,bred
breed,2,1,bred
breed,2,2,bred
breed,2,3,bred
breed,2,4,bred
breed,16,0,bred
brighten,2,0,brightened
brighten,2,1,brightened
brighten,2,2,brightened
brighten,2,3,brightened
brighten,2,4,brightened
brighten,16,0,brightened
brighten,17,0,brightening
broadcast,2,0,broadcast
broadcast,2,1,broadcast
broadcast,2,2,broadcast
broadcast,2,3,broadcast
broadcast,2,4,broadcast
broadcast,16,0,broadcast
broaden,2,0,broadened
broaden,2,1,broadened
broaden,2,2,broadened
broaden,2,3,broadened
broaden,2,4,broadened
broaden,16,0,broadened
broaden,17,0,broadening
break,2,0,broke
break,2,1,broke
break,2,2,broke
break,2,3,broke
break,2,4,broke
break,16,0,broken
broker,2,0,brokered
broker,2,1,brokered
broker,2,2,brokered
broker,2,3,brokered
broker,2,4,brokered
broker,16,0,brokered
broker,17,0,brokering
bring,2,0,brought
bring,2,1,brought
bring,2,2,brought
bring,2,3,brought
bring,2,4,brought
bring,16,0,brought
bud,2,0,budded
bud,2,1,budded
bud,2,2,budded
bud,2,3,budded
bud,2,4,budded
bud,16,0,budded
bud,17,0,budding
buffer,2,0,buffered
buffer,2,1,buffered
buffer,2,2,buffered
buffer,2,3,buffered
buffer,2,4,buffered
buffer,16,0,buffered
buffer,17,0,buffering
bug,2,0,bugged
bug,2,1,bugged
bug,2,2,bugged
bug,2,3,bugged
bug,2,4,bugged
bug,16,0,bugged
bug,17,0,bugging
build,2,0,built
build,2,1,built
build,2,2,built
build,2,3,built
build,2,4,built
build,16,0,built
bum,2,0,bummed
bum,2,1,bummed
bum,2,2,bummed
bum,2,3,bummed
bum,2,4,bummed
bum,16,0,bummed
bum,17,0,bumming
burden,2,0,burdened
burden,2,1,burdened
burden,2,2,burdened
burden,2,3,burdened
burden,2,4,burdened
burden,16,0,burdened
burden,17,0,burdening
burn,2,0,burned
burn,2,1,burned
burn,2,2,burned
burn,2,3,burned
burn,2,4,burned
burn,16,0,burned
burn,2,0,burnt
burn,2,1,burnt
burn,2,2,burnt
burn,2,3,burnt
burn,2,4,burnt
burn,16,0,burnt
burst,2,0,burst
burst,2,1,burst
burst,2,2,burst
burst,2,3,burst
burst,2,4,burst
burst,16,0,burst
butcher,2,0,butchered
butcher,2,1,butchered
butcher,2,2,butchered
butcher,2,3,butchered
butcher,2,4,butchered
butcher,16,0,butchered
butcher,17,0,butchering
butter,2,0,buttered
butter,2,1,buttered
butter,2,2,buttered
butter,2,3,buttered
butter,2,4,buttered
butter,16,0,buttered
butter,17,0,buttering
button,2,0,buttoned
button,2,1,buttoned
button,2,2,buttoned
button,2,3,buttoned
button,2,4,buttoned
button,16,0,buttoned
button,17,0,buttoning
calendar,2,0,calendared
calendar,2,1,calendared
calendar,2,2,calendared
calendar,2,3,calendared
calendar,2,4,calendared
calendar,16,0,calendared
calendar,17,0,calendaring
cancel,2,0,canceled
cancel,2,1,canceled
cancel,2,2,canceled
cancel,2,3,canceled
cancel,2,4,canceled
cancel,16,0,canceled
cancel,17,0,canceling
cancel,2,0,cancelled
cancel,2,1,cancelled
cancel,2,2,cancelled
cancel,2,3,cancelled
cancel,2,4,cancelled
cancel,16,0,cancelled
cancel,17,0,cancelling
come,2,0,came
come,2,1,came
come,2,2,came
come,2,3,came
come,2,4,came
cannon,2,0,cannoned
cannon,2,1,cannoned
cannon,2,2,cannoned
cannon,2,3,cannoned
cannon,2,4,cannoned
cannon,16,0,cannoned
cannon,17,0,cannoning
cap,2,0,capped
cap,2,1,capped
cap,2,2,capped
cap,2,3,capped
cap,2,4,capped
cap,16,0,capped
cap,17,0,capping
carol,17,0,caroling
cast,2,0,cast
cast,2,1,cast
cast,2,2,cast
cast,2,3,cast
cast,2,4,cast
cast,16,0,cast
cater,2,0,catered
cater,2,1,catered
cater,2,2,catered
cater,2,3,catered
cater,2,4,catered
cater,16,0,catered
cater,17,0,catering
catch,2,0,caught
catch,2,1,caught
catch,2,2,caught
catch,2,3,caught
catch,2,4,caught
catch,16,0,caught
center,2,0,centered
center,2,1,centered
center,2,2,centered
center,2,3,centered
center,2,4,centered
center,16,0,centered
center,17,0,centering
channel,2,0,channeled
channel,2,1,channeled
channel,2,2,channeled
channel,2,3,channeled
channel,2,4,channeled
channel,16,0,channeled
channel,17,0,channeling
chap,2,0,chapped
chap,2,1,chapped
chap,2,2,chapped
chap,2,3,chapped
chap,2,4,chapped
chap,16,0,chapped
chap,17,0,chapping
char,2,0,charred
char,2,1,charred
char,2,2,charred
char,2,3,charred
char,2,4,charred
char,16,0,charred
char,17,0,charring
charter,2,0,chartered
charter,2,1,chartered
charter,2,2,chartered
charter,2,3,chartered
charter,2,4,chartered
charter,16,0,chartered
charter,17,0,chartering
chat,2,0,chatted
chat,2,1,chatted
chat,2,2,chatted
chat,2,3,chatted
chat,2,4,chatted
chat,16,0,chatted
chatter,2,0,chattered
chatter,2,1,chattered
chatter,2,2,chattered
chatter,2,3,chattered
chatter,2,4,chattered
chatter,16,0,chattered
chatter,17,0,chattering
chat,17,0,chatting
chin,2,0,chinned
chin,2,1,chinned
chin,2,2,chinned
chin,2,3,chinned
chin,2,4,chinned
chin,16,0,chinned
chin,17,0,chinning
chip,2,0,chipped
chip,2,1,chipped
chip,2,2,chipped
chip,2,3,chipped
chip,2,4,chipped
chip,16,0,chipped
chip,17,0,chipping
chisel,2,0,chiseled
chisel,2,1,chiseled
chisel,2,2,chiseled
chisel,2,3,chiseled
chisel,2,4,chiseled
chisel,16,0,chiseled
chisel,17,0,chiseling
chop,2,0,chopped
chop,2,1,chopped
chop,2,2,chopped
chop,2,3,chopped
chop,2,4,chopped
chop,16,0,chopped
chop,17,0,chopping
choose,2,0,chose
choose,2,1,chose
choose,2,2,chose
choose,2,3,chose
choose,2,4,chose
choose,16,0,chosen
christen,2,0,christened
christen,2,1,christened
christen,2,2,christened
christen,2,3,christened
christen,2,4,christened
christen,16,0,christened
christen,17,0,christening
chug,2,0,chugged
chug,2,1,chugged
chug,2,2,chugged
chug,2,3,chugged
chug,2,4,chugged
chug,16,0,chugged
chug,17,0,chugging
clamber,2,0,clambered
clamber,2,1,clambered
clamber,2,2,clambered
clamber,2,3,clambered
clamber,2,4,clambered
clamber,16,0,clambered
clamber,17,0,clambering
clamor,2,0,clamored
clamor,2,1,clamored
clamor,2,2,clamored
clamor,2,3,clamored
clamor,2,4,clamored
clamor,16,0,clamored
clamor,17,0,clamoring
clap,2,0,clapped
clap,2,1,clapped
clap,2,2,clapped
clap,2,3,clapped
clap,2,4,clapped
clap,16,0,clapped
clap,17,0,clapping
clatter,2,0,clattered
clatter,2,1,clattered
clatter,2,2,clattered
clatter,2,3,clattered
clatter,2,4,clattered
clatter,16,0,clattered
clatter,17,0,clattering
cleave,2,0,cleft
cleave,2,1,cleft
cleave,2,2,cleft
cleave,2,3,cleft
cleave,2,4,cleft
cleave,16,0,cleft
clip,2,0,clipped
clip,2,1,clipped
clip,2,2,clipped
clip,2,3,clipped
clip,2,4,clipped
clip,16,0,clipped
clip,17,0,clipping
clog,2,0,clogged
clog,2,1,clogged
clog,2,2,clogged
clog,2,3,clogged
clog,2,4,clogged
clog,16,0,clogged
clog,17,0,clogging
cloister,2,0,cloistered
cloister,2,1,cloistered
cloister,2,2,cloistered
cloister,2,3,cloistered
cloister,2,4,cloistered
cloister,16,0,cloistered
cloister,17,0,cloistering
clot,2,0,clotted
clot,2,1,clotted
clot,2,2,clotted
clot,2,3,clotted
clot,2,4,clotted
clot,16,0,clotted
clot,17,0,clotting
cling,2,0,clung
cling,2,1,clung
cling,2,2,clung
cling,2,3,clung
cling,2,4,clung
cling,16,0,clung
cluster,2,0,clustered
cluster,2,1,clustered
cluster,2,2,clustered
cluster,2,3,clustered
cluster,2,4,clustered
cluster,16,0,clustered
cluster,17,0,clustering
clutter,2,0,cluttered
clutter,2,1,cluttered
clutter,2,2,cluttered
clutter,2,3,cluttered
clutter,2,4,cluttered
clutter,16,0,cluttered
clutter,17,0,cluttering
collar,2,0,collared
collar,2,1,collared
collar,2,2,collared
collar,2,3,collared
collar,2,4,collared
collar,16,0,collared
collar,17,0,collaring
color,2,0,colored
color,2,1,colored
color,2,2,colored
color,2,3,colored
color,2,4,colored
color,16,0,colored
color,17,0,coloring
combat,2,0,combatted
combat,2,1,combatted
combat,2,2,combatted
combat,2,3,combatted
combat,2,4,combatted
combat,16,0,combatted
combat,17,0,combatting
come,16,0,come
commit,2,0,committed
commit,2,1,committed
commit,2,2,committed
commit,2,3,committed
commit,2,4,committed
commit,16,0,committed
commit,17,0,committing
confer,2,0,conferred
confer,2,1,conferred
confer,2,2,conferred
confer,2,3,conferred
confer,2,4,conferred
confer,16,0,conferred
confer,17,0,conferring
consider,2,0,considered
consider,2,1,considered
consider,2,2,considered
consider,2,3,considered
consider,2,4,considered
consider,16,0,considered
consider,17,0,considering
copper,2,0,coppered
copper,2,1,coppered
copper,2,2,coppered
copper,2,3,coppered
copper,2,4,coppered
copper,16,0,coppered
copper,17,0,coppering
corner,2,0,cornered
corner,2,1,cornered
corner,2,2,cornered
corner,2,3,cornered
corner,2,4,cornered
corner,16,0,cornered
corner,17,0,cornering
cost,2,0,cost
cost,2,1,cost
cost,2,2,cost
cost,2,3,cost
cost,2,4,cost
cost,16,0,cost
cost,2,0,costed
cost,2,1,costed
cost,2,2,costed
cost,2,3,costed
cost,2,4,costed
cost,16,0,costed
counsel,2,0,counseled
counsel,2,1,counseled
counsel,2,2,counseled
counsel,2,3,counseled
counsel,2,4,counseled
counsel,16,0,counseled
counsel,17,0,counseling
counter,2,0,countered
counter,2,1,countered
counter,2,2,countered
counter,2,3,countered
counter,2,4,countered
counter,16,0,countered
counter,17,0,countering
cover,2,0,covered
cover,2,1,covered
cover,2,2,covered
cover,2,3,covered
cover,2,4,covered
cover,16,0,covered
cover,17,0,covering
crater,2,0,cratered
crater,2,1,cratered
crater,2,2,cratered
crater,2,3,cratered
crater,2,4,cratered
crater,16,0,cratered
crater,17,0,cratering
credit,2,0,credited
credit,2,1,credited
credit,2,2,credited
credit,2,3,credited
credit,2,4,credited
credit,16,0,credited
credit,17,0,crediting
creep,2,0,crept
creep,2,1,crept
creep,2,2,crept
creep,2,3,crept
creep,2,4,crept
creep,16,0,crept
crop,2,0,cropped
crop,2,1,cropped
crop,2,2,cropped
crop,2,3,cropped
crop,2,4,cropped
crop,16,0,cropped
crop,17,0,cropping
cup,2,0,cupped
cup,2,1,cupped
cup,2,2,cupped
cup,2,3,cupped
cup,2,4,cupped
cup,16,0,cupped
cup,17,0,cupping
cut,2,0,cut
cut,2,1,cut
cut,2,2,cut
cut,2,3,cut
cut,2,4,cut
cut,16,0,cut
cut,17,0,cutting
dampen,2,0,dampened
dampen,2,1,dampened
dampen,2,2,dampened
dampen,2,3,dampened
dampen,2,4,dampened
dampen,16,0,dampened
dampen,17,0,dampening
darken,2,0,darkened
darken,2,1,darkened
darken,2,2,darkened
darken,2,3,darkened
darken,2,4,darkened
darken,16,0,darkened
darken,17,0,darkening
deal,2,0,dealt
deal,2,1,dealt
deal,2,2,dealt
deal,2,3,dealt
deal,2,4,dealt
deal,16,0,dealt
debit,2,0,debited
debit,2,1,debited
debit,2,2,debited
debit,2,3,debited
debit,2,4,debited
debit,16,0,debited
debit,17,0,debiting
debug,2,0,debugged
debug,2,1,debugged
debug,2,2,debugged
debug,2,3,debugged
debug,2,4,debugged
debug,16,0,debugged
debug,17,0,debugging
deepen,2,0,deepened
deepen,2,1,deepened
deepen,2,2,deepened
deepen,2,3,deepened
deepen,2,4,deepened
deepen,16,0,deepened
deepen,17,0,deepening
defer,2,0,deferred
defer,2,1,deferred
defer,2,2,deferred
defer,2,3,deferred
defer,2,4,deferred
defer,16,0,deferred
defer,17,0,deferring
deliver,2,0,delivered
deliver,2,1,delivered
deliver,2,2,delivered
deliver,2,3,delivered
deliver,2,4,delivered
deliver,16,0,delivered
deliver,17,0,delivering
demur,2,0,demurred
demur,2,1,demurred
demur,2,2,demurred
demur,2,3,demurred
demur,2,4,demurred
demur,16,0,demurred
demur,17,0,demurring
deposit,2,0,deposited
deposit,2,1,deposited
deposit,2,2,deposited
deposit,2,3,deposited
deposit,2,4,deposited
deposit,16,0,deposited
deposit,17,0,depositing
deter,2,0,deterred
deter,2,1,deterred
deter,2,2,deterred
deter,2,3,deterred
deter,2,4,deterred
deter,16,0,deterred
deter,17,0,deterring
develop,2,0,developed
develop,2,1,developed
develop,2,2,developed
develop,2,3,developed
develop,2,4,developed
develop,16,0,developed
develop,17,0,developing
do,2,0,did
do,2,1,did
do,2,2,did
do,2,3,did
do,2,4,did
differ,2,0,differed
differ,2,1,differed
differ,2,2,differed
differ,2,3,differed
differ,2,4,differed
differ,16,0,differed
differ,17,0,differing
dip,2,0,dipped
dip,2,1,dipped
dip,2,2,dipped
dip,2,3,dipped
dip,2,4,dipped
dip,16,0,dipped
dip,17,0,dipping
discover,2,0,discovered
discover,2,1,discovered
discover,2,2,discovered
discover,2,3,discovered
discover,2,4,discovered
discover,16,0,discovered
discover,17,0,discovering
dishonor,2,0,dishonored
dishonor,2,1,dishonored
dishonor,2,2,dishonored
dishonor,2,3,dishonored
dishonor,2,4,dishonored
dishonor,16,0,dishonored
dishonor,17,0,dishonoring
dither,2,0,dithered
dither,2,1,dithered
dither,2,2,dithered
dither,2,3,dithered
dither,2,4,dithered
dither,16,0,dithered
dither,17,0,dithering
doctor,2,0,doctored
doctor,2,1,doctored
doctor,2,2,doctored
doctor,2,3,doctored
doctor,2,4,doctored
doctor,16,0,doctored
doctor,17,0,doctoring
do,17,0,doing
do,0,2,does
dog,2,0,dogged
dog,2,1,dogged
dog,2,2,dogged
dog,2,3,dogged
dog,2,4,dogged
dog,16,0,dogged
dog,17,0,dogging
do,16,0,done
done,2,0,done
done,2,1,done
done,2,2,done
done,2,3,done
done,2,4,done
dot,2,0,dotted
dot,2,1,dotted
dot,2,2,dotted
dot,2,3,dotted
dot,2,4,dotted
dot,16,0,dotted
dot,17,0,dotting
drag,2,0,dragged
drag,2,1,dragged
drag,2,2,dragged
drag,2,3,dragged
drag,2,4,dragged
drag,2,0,drug
drag,2,1,drug
drag,2,2,drug
drag,2,3,drug
drag,2,4,drug
drag,16,0,dragged
drag,17,0,dragging
drink,2,0,drank
drink,2,1,drank
drink,2,2,drank
drink,2,3,drank
drink,2,4,drank
draw,16,0,drawn
dream,2,0,dreamt
dream,2,1,dreamt
dream,2,2,dreamt
dream,2,3,dreamt
dream,2,4,dreamt
dream,16,0,dreamt
dream,2,0,dreamed
dream,2,1,dreamed
dream,2,2,dreamed
dream,2,3,dreamed
dream,2,4,dreamed
dream,16,0,dreamed
draw,2,0,drew
draw,2,1,drew
draw,2,2,drew
draw,2,3,drew
draw,2,4,drew
drip,2,0,dripped
drip,2,1,dripped
drip,2,2,dripped
drip,2,3,dripped
drip,2,4,dripped
drip,16,0,dripped
drip,17,0,dripping
drive,16,0,driven
drop,2,0,dropped
drop,2,1,dropped
drop,2,2,dropped
drop,2,3,dropped
drop,2,4,dropped
drop,16,0,dropped
drop,17,0,dropping
drive,2,0,drove
drive,2,1,drove
drive,2,2,drove
drive,2,3,drove
drive,2,4,drove
drug,2,0,drugged
drug,2,1,drugged
drug,2,2,drugged
drug,2,3,drugged
drug,2,4,drugged
drug,16,0,drugged
drug,17,0,drugging
drum,2,0,drummed
drum,2,1,drummed
drum,2,2,drummed
drum,2,3,drummed
drum,2,4,drummed
drum,16,0,drummed
drum,17,0,drumming
drink,16,0,drunk
dig,2,0,dug
dig,2,1,dug
dig,2,2,dug
dig,2,3,dug
dig,2,4,dug
dig,16,0,dug
dig,17,0,digging
dun,2,0,dunned
dun,2,1,dunned
dun,2,2,dunned
dun,2,3,dunned
dun,2,4,dunned
dun,16,0,dunned
dun,17,0,dunning
dwell,2,0,dwelt
dwell,2,1,dwelt
dwell,2,2,dwelt
dwell,2,3,dwelt
dwell,2,4,dwelt
dwell,16,0,dwelt
dwell,2,0,dwelled
dwell,2,1,dwelled
dwell,2,2,dwelled
dwell,2,3,dwelled
dwell,2,4,dwelled
dwell,16,0,dwelled
eat,16,0,eaten
echo,0,2,echoes
embed,2,0,embedded
embed,2,1,embedded
embed,2,2,embedded
embed,2,3,embedded
embed,2,4,embedded
embed,16,0,embedded
embed,17,0,embedding
embower,2,0,embowered
embower,2,1,embowered
embower,2,2,embowered
embower,2,3,embowered
embower,2,4,embowered
embower,16,0,embowered
embower,17,0,embowering
embroider,2,0,embroidered
embroider,2,1,embroidered
embroider,2,2,embroidered
embroider,2,3,embroidered
embroider,2,4,embroidered
embroider,16,0,embroidered
embroider,17,0,embroidering
emit,2,0,emitted
emit,2,1,emitted
emit,2,2,emitted
emit,2,3,emitted
emit,2,4,emitted
emit,16,0,emitted
emit,17,0,emitting
empower,2,0,empowered
empower,2,1,empowered
empower,2,2,empowered
empower,2,3,empowered
empower,2,4,empowered
empower,16,0,empowered
empower,17,0,empowering
encounter,2,0,encountered
encounter,2,1,encountered
encounter,2,2,encountered
encounter,2,3,encountered
encounter,2,4,encountered
encounter,16,0,encountered
encounter,17,0,encountering
encumber,2,0,encumbered
encumber,2,1,encumbered
encumber,2,2,encumbered
encumber,2,3,encumbered
encumber,2,4,encumbered
encumber,16,0,encumbered
encumber,17,0,encumbering
endanger,2,0,endangered
endanger,2,1,endangered
endanger,2,2,endangered
endanger,2,3,endangered
endanger,2,4,endangered
endanger,16,0,endangered
endanger,17,0,endangering
endeavor,2,0,endeavored
endeavor,2,1,endeavored
endeavor,2,2,endeavored
endeavor,2,3,endeavored
endeavor,2,4,endeavored
endeavor,16,0,endeavored
endeavor,17,0,endeavoring
engender,2,0,engendered
engender,2,1,engendered
engender,2,2,engendered
engender,2,3,engendered
engender,2,4,engendered
engender,16,0,engendered
engender,17,0,engendering
enlighten,2,0,enlightened
enlighten,2,1,enlightened
enlighten,2,2,enlightened
enlighten,2,3,enlightened
enlighten,2,4,enlightened
enlighten,16,0,enlightened
enlighten,17,0,enlightening
enter,2,0,entered
enter,2,1,entered
enter,2,2,entered
enter,2,3,entered
enter,2,4,entered
enter,16,0,entered
enter,17,0,entering
environ,2,0,environed
environ,2,1,environed
environ,2,2,environed
environ,2,3,environed
environ,2,4,environed
environ,16,0,environed
