tending,n,cuidado
nail,n,clavo
nail,n,uña
nail,v,aplastar
toilet,n,baño
toilet,n,sanitario
toilet,n,letrina
tally,v,corresponder
name,n,fama
name,n,reputación
name,n,renombre
name,n,nombre
name,n,apodo
name,v,aludir
name,v,citar
name,v,mencionar
name,v,mentar
name,v,nombrar
name,v,llamar
nato,n,otan
football,n,fútbol
football,n,futbol
beingness,n,existencia
beingness,n,vida
beingness,n,vivencia
beingness,n,presencia
korean,n,coreano
nada,n,cero
oculus,n,ojo
testify,v,mostrar
vantage,n,superioridad
vantage,n,ventaja
dinosaur,n,dinosaurio
pluto,n,plutón
product,n,producción
product,n,producto
westward,n,oeste
plume,n,pluma
nation,n,nación
city,n,ciudad
city,n,urbe
city,n,metrópolis
cite,v,aludir
cite,v,citar
cite,v,mencionar
cite,v,mentar
cite,v,nombrar
delight,v,agradar
delight,v,complacer
delight,v,encantar
furnish,v,facilitar
furnish,v,proporcionar
furnish,v,suministrar
furnish,v,proveer
environs,n,entorno
right,adv,correcto
right,adv,justo
right,adv,derecho
right,adj,acertado
rigid,adj,rígido
rigid,adj,tieso
september,n,septiembre
guitar,n,guitarra
guitar,n,jarana
scroll,n,rollo
bottle,n,botella
bottle,n,frasco
basket,n,cesta
basket,n,cesto
basket,n,aro
reflect,v,reflejar
several,adj,varios
communism,n,comunismo
verb,n,verbo
very,adv,muy
midwife,n,partera
midwife,n,comadrona
midwife,n,matrona
splendid,adj,excelente
splendid,adj,magnífico
throttle,v,limitar
taste,n,gusto
taste,v,probar
carmine,adj,rojizo
carmine,adj,rojo
retention,n,memoria
juice,n,zumo
juice,n,jugo
tater,n,patata
dormouse,n,lirón
savage,adj,atroz
savage,adj,bárbaro
savage,adj,cruel
savage,adj,salvaje
underground,n,metro
underground,n,metropolitano
underground,adj,oculto
underground,adj,secreto
retrieve,v,recordar
retrieve,v,avisar
retrieve,v,recuperar
clitoris,n,clítoris
announce,v,anunciar
announce,v,proclamar
eurasia,n,eurasia
always,adv,siempre
glove,n,guante
purpose,n,función
purpose,n,propósito
kuwait,n,kuwait
northern europe,?,europa
marten,n,marta
struggle,v,luchar
struggle,v,pelear
struggle,v,combatir
struggle,v,batallar
struggle,v,contender
struggle,v,resistir
kilometre,n,kilómetro
venezuela,n,venezuela
australia,n,australia
mouflon,n,muflón
besides,adv,también
neptune,n,neptuno
cell,n,célula
cell,n,cámara
all rights reserved,?,reservados
weight,n,peso
globe,n,globo
globe,n,mundo
globe,n,tierra
couplet,n,pareja
driblet,n,gota
e'er,adv,siempre
regard,v,considerar
regard,v,ver
meet,v,encontrar
meet,v,encontrarse
daze,n,choque
brown,n,café
brown,adj,marrón
menu,n,carta
regain,v,encontrar
regain,v,recuperar
crossword,n,crucigrama
mesh,n,red
mesh,n,malla
tel aviv,?,tel
broom,v,escoba
technetium,n,tecnecio
rider,n,pasajera
utile,adj,útil
utile,adj,aprovechable
utile,adj,conveniente
utile,adj,práctico
utile,adj,provechoso
utile,adj,usable
bailiwick,n,ámbito
bailiwick,n,área
bailiwick,n,campo
bailiwick,n,disciplina
something,?,alguna
france,n,francia
algiers,n,argel
pecker,n,pico
educatee,n,alumno
educatee,n,estudiante
russian,n,rusa
russian,adj,ruso
various,adj,diverso
various,adj,vario
fauna,n,animal
fauna,n,bestia
fauna,n,criatura
parrot,n,papagayo
parrot,n,loro
parrot,n,cotorra
fault,n,error
fault,n,fallo
fault,n,falta
fault,n,equivocación
loose,v,liberar
loose,v,eximir
loose,v,franquear
loose,v,exonerar
loose,v,perdonar
comrade,n,camarada
comrade,n,compañero
comrade,n,compañera
merely,adv,solamente
meat,n,carne
meat,n,centro
meat,n,corazón
meat,n,esencia
meat,n,núcleo
meat,n,sustancia
mean,n,media
mean,v,representar
mean,v,significar
mean,v,pensar
mean,v,fraguar
mean,adj,mezquino
meal,n,comida
project,n,proyecto
project,n,tarea
project,n,contrata
selenium,n,selenio
testicle,n,testículo
testicle,n,cojón
testicle,n,pelota
testicle,n,huevo
testicle,n,bola
newspaper,n,periódico
newspaper,n,gaceta
newspaper,n,rotativo
ascension,n,ascensión
ascension,n,ascenso
ascension,n,subida
volt,n,voltio
fatty,adj,gordo
organ,n,órgano
rifle,n,fusil
rifle,n,rifle
deed,n,acción
deed,n,acto
deep,adj,profundo
deep,adj,ahuecado
deep,adj,grave
deep,adj,hondo
deep,adj,abstruso
deep,adj,intenso
deer,n,ciervo
deer,n,venado
dear,n,amor
dear,n,cariño
dear,n,cielo
dear,n,corazón
dear,n,sol
dear,n,dulzura
dear,n,querida
dear,adj,caro
dear,adj,costoso
deal,n,pacto
deal,n,trato
deal,v,manejar
deal,v,tratar
dead,adj,muerto
dead,adj,difunto
deaf,adj,sordo
priest,n,cura
priest,n,sacerdote
priest,n,párroco
caucasus,n,cáucaso
potable,n,bebida
demo,v,exhibir
demo,v,mostrar
demo,v,indicar
agone,adj,hace
desk,n,mesa
desk,n,escritorio
chestnut,n,castaña
midnight,n,medianoche
civilisation,n,civilización
civilisation,n,cultura
civilisation,n,conocimiento
civilisation,n,ilustración
surgery,n,intervención
surgery,n,operación
make,n,marca
make,v,construir
make,v,edificar
make,v,fabricar
make,v,causar
make,v,hacer
make,v,inducir
make,v,meter
make,v,alcanzar
make,v,ganar
mail,n,correo
mail,v,echar
mail,v,enviar
mail,v,mandar
mail,v,remitir
main,adj,primordial
main,adj,principal
main,adj,mayor
report,n,estudio
report,n,informe
report,n,memoria
report,v,informar
report,v,relatar
repose,n,serenidad
repose,n,sosiego
repose,n,tranquilidad
repose,n,calma
repose,n,dulzura
repose,v,descansar
fourth,n,cuarta
fourth,adj,cuarto
gluey,adj,glutinoso
polygon,n,polígono
translation,n,traducción
unemployed,n,parado
male,n,macho
male,adj,masculino
mash,v,aplastar
mash,v,machacar
mass,n,masa
mass,n,volumen
mass,n,multitud
mare,n,yegua
mark,n,calificación
mark,n,nota
mark,n,marca
mark,n,señal
mary,n,maría
dark-brown,adj,marrón
navel,n,ombligo
zambia,n,zambia
roughshod,adj,atroz
roughshod,adj,bárbaro
roughshod,adj,cruel
roughshod,adj,salvaje
similar,adj,parecido
similar,adj,semejante
similar,adj,similar
believe,v,considerar
believe,v,creer
believe,v,confiar
breakfast,n,desayuno
breakfast,n,almuerzo
instrumentalist,n,músico
agree,v,coincidir
agree,v,consentir
agree,v,corresponder
coffee,n,café
coffee,n,tinto
animal,n,animal
animal,n,bestia
animal,n,criatura
squad,n,equipo
squad,n,personal
brush,n,cepillo
brush,n,escobilla
brute,n,animal
brute,n,bestia
brute,n,criatura
squid,n,calamar
nervus,n,nervio
orbit,n,alcance
orbit,n,ámbito
orbit,n,esfera
orbit,n,marco
shepherd,n,pastor
shepherd,n,ovejero
concluding,adj,último
potato,n,papa
potato,n,patata
million,n,millón
future,n,porvenir
future,adj,futuro
future,adj,venidero
showtime,n,comienzo
showtime,n,inicio
showtime,n,principio
showtime,n,umbral
laurels,n,honor
laurels,n,laurel
laurels,n,premio
laurels,n,reconocimiento
copper,n,cobre
sabbatum,n,sábado
cypher,n,cero
data,n,dato
data,n,datos
date,n,cita
date,n,compromiso
date,n,fecha
dark,n,noche
dark,adj,oscuro
dark,adj,sombrío
dark,adj,misterioso
altitude,n,altitud
altitude,n,altura
altitude,n,elevación
shine,v,abrillantar
hamster,n,hámster
shirt,n,camisa
order,n,asociación
order,n,club
order,n,clube
order,n,sociedad
order,n,círculo
order,n,orden
order,v,encargar
order,v,clasificar
immature,adj,joven
willow,n,sauce
naked,adj,desnudo
naked,adj,regional
birth,n,nacimiento
promethium,n,promecio
birch,n,abedul
service,n,servicio
serenity,n,serenidad
serenity,n,sosiego
serenity,n,tranquilidad
serenity,n,calma
serenity,n,dulzura
false,adj,artificial
false,adj,falso
prevent,v,estorbar
prevent,v,impedir
irksome,adj,gris
irksome,adj,aburridor
subway,n,metro
subway,n,metropolitano
utter,v,decir
utter,v,hablar
utter,v,conversar
october,n,octubre
coffin,n,ataúd
coffin,n,féretro
coffin,n,cajón
coffin,n,urna
imperial,adj,real
smoothen,v,abrillantar
monk,n,monje
molybdenum,n,molibdeno
mole,n,topo
sheep,n,oveja
sheet,n,vela
aerodrome,n,aeropuerto
aerodrome,n,aeródromo
regime,n,autoridad
regime,n,gobierno
regime,n,régimen
move,v,actuar
move,v,hacer
move,v,representar
move,v,desplazar
move,v,mover
move,v,ir
region,n,parte
region,n,región
moss,n,musgo
moth,n,polilla
violin,n,violín
bitch,n,perra
more,n,más
morn,n,mañana
bahamas,n,f
scream,v,gritar
scream,v,llamar
moon,n,satélite
moon,n,luna
violet,n,violeta
violet,adj,morado
settlement,n,pueblo
chlorine,n,cloro
shell,v,vencer
shelf,n,estante
mode,n,estilo
mode,n,forma
mode,n,método
mode,n,sistema
mode,n,procedimiento
moat,n,fosa
moat,n,foso
fresh,adj,fresco
fresh,adj,refrescante
louse,n,piojo
watch,n,reloj
watch,v,averiguar
watch,v,determinar
watch,v,ver
often,adv,frecuentemente
reddish,adj,rojizo
reddish,adj,rojo
water,n,agua
faith,n,iglesia
faith,n,fe
faith,n,religión
faith,n,seguridad
apply,v,emplear
apply,v,usar
apply,v,utilizar
apple,n,manzana
rainbow,n,arco
mitt,n,mano
croatian,n,croata
substance,n,centro
substance,n,corazón
substance,n,esencia
substance,n,núcleo
substance,n,sustancia
buffalo,n,búfalo
engagement,n,compromiso
engagement,n,cita
mill,n,fábrica
mill,n,planta
mill,n,taller
mill,n,manufactura
mill,n,industria
mill,n,construcción
milk,n,leche
milk,v,ordeñar
mine,n,mina
mind,n,cabeza
mind,n,cerebro
mind,n,ánimo
mind,v,mente
mint,n,hierbabuena
mint,n,menta
homecoming,n,regreso
homecoming,n,vuelta
homecoming,n,retorno
crimson,adj,rojizo
crimson,adj,rojo
postmodernism,n,postmodernidad
suitcase,n,maleta
miss,n,señorita
miss,n,chica
miss,v,fallar
miss,v,perder
parent,n,madre
parent,v,criar
parent,v,asistir
computer,n,computador
computer,n,computadora
computer,n,ordenador
curl,n,rollo
my name is,?,me
certainly,adv,ciertamente
cuke,n,pepino
cunt,n,chocha
cunt,n,chucha
cunt,n,coño
cunt,n,concha
cunt,n,cuca
cunt,n,chocho
waste,n,desperdicios
table,n,tabla
table,n,mesa
cube,n,cubo
cuba,n,cuba
position,n,lugar
position,n,puesto
position,n,sitio
position,v,poner
article,n,artículo
cannabis,n,cannabis
cannabis,n,cáñamos
preclude,v,estorbar
preclude,v,impedir
dissever,v,dividir
dissever,v,partir
dissever,v,repartir
dissever,v,separar
april,n,abril
convey,v,acarrear
convey,v,llevar
convey,v,traer
convey,v,transportar
greenland,n,groenlandia
waiter,n,camarero
waiter,n,garzón
waiter,n,mesero
waiter,n,mesonero
waiter,n,mozo
diversity,n,diversidad
diversity,n,diferencia
argument,n,discusión
argument,n,disputa
argument,n,pelea
argument,n,argumento
monastery,n,monasterio
mucilage,n,cola
mucilage,n,goma
mucilage,n,pegamento
english,n,inglesa
english,adj,inglés
curtain,n,cortina
ananas,n,ananá
prison,n,cárcel
prison,n,prisión
prison,n,penitenciaría
parcel,n,bulto
parcel,n,lío
parcel,n,paquete
distressing,adj,lamentable
distressing,adj,penoso
distressing,adj,triste
upward,adj,alto
francium,n,francio
balloon,n,globo
balloon,n,bomba
balloon,n,chimbomba
arabic,adj,árabe
section,n,departamento
section,n,división
section,n,parte
section,n,sección
section,n,apartado
easter,n,pascua
employ,v,emplear
employ,v,usar
employ,v,utilizar
frame,n,marco
shake,n,batido
shake,n,temblor
shake,n,escalofríos
bargain,n,pacto
bargain,n,trato
frail,adj,delicado
frail,adj,frágil
shape,n,figura
jewish,adj,judío
constituent,n,componente
constituent,n,elemento
constituent,n,factor
constituent,n,parte
share,n,parte
share,n,porcentaje
share,n,acción
share,n,título
share,v,compartir
sharp,adj,agudo
sharp,adj,afilado
sharp,adj,cortante
sharp,adj,astuto
shark,n,tiburón
brave,adj,valiente
notation,n,notación
notation,n,ángel
marshall islands,?,islas
basic,adj,básico
basic,adj,basilar
spanish,n,española
spanish,n,castellano
spanish,adj,español
unproblematic,adj,elemental
unproblematic,adj,simple
hubby,n,esposo
hubby,n,hombre
hubby,n,marido
instrument,n,instrumento
throat,n,garganta
protactinium,n,protactinio
stalin,n,stalin
outset,n,comienzo
outset,n,inicio
outset,n,principio
outset,n,umbral
wait,v,esperar
wait,v,aguardar
wait,v,contar
boar,n,jabalí
boat,n,barca
boat,n,bote
boat,n,barco
body,n,cuerpo
body,n,tronco
afghanistan,n,afganistán
walk,v,caminar
walk,v,andar
wall,n,muro
wall,n,muralla
wall,n,pared
wall,n,tabique
enhance,v,acrecentar
artist,n,artista
kosovo,n,kosovo
nihon,n,japón
bridge,n,puente
bridge,n,bóveda
brain,n,cerebro
brain,n,cabeza
brain,n,ánimo
brain,v,mente
say-so,n,autoridad
say-so,n,dominación
say-so,n,dominio
say-so,n,potencia
say-so,n,autorización
both,adj,ambos
brace,n,pareja
want,n,deseo
want,n,anhelo
want,v,querer
want,v,desear
cupboard,n,armario
brand,n,marca
pulverisation,n,polvo
bomb,n,bomba
wave,n,onda
wave,n,ola
friend,n,amiga
warm,v,calentar
warm,adj,caliente
warm,adj,cálido
wart,n,verruga
orchestra,n,orquesta
bone,n,hueso
wash,v,lavar
boot,n,bota
boot,v,patada
wasp,n,avispa
book,n,libro
book,n,volumen
boom,v,aplastar
bright,adj,brillante
bright,adj,vivo
intelligence,n,inteligencia
intelligence,n,noticias
chamber,n,alcoba
chamber,n,dormitorio
chamber,n,habitación
chamber,n,pieza
chamber,n,dependencia
component,n,componente
component,n,elemento
component,n,factor
component,n,parte
friday,n,viernes
activity,n,acción
activity,n,actividad
package,n,bulto
package,n,lío
package,n,paquete
politician,n,política
arsenic,n,arsénico
night,n,noche
demon,n,demonio
cyprus,n,chipre
weep,v,llorar
week,n,semana
skillful,adj,hábil
weak,adj,débil
wear,n,vestido
wear,n,prenda
wear,n,ropa
wear,n,desgaste
wear,v,llevar
wear,v,vestir
transport,n,transporte
transport,v,cargar
transport,v,transportar
foursquare,adj,cuadrado
chemical,adj,químico
matrimony,n,matrimonio
matrimony,n,unión
nifty,adj,bárbaro
nifty,adj,genial
bulgaria,n,bulgaria
blue,adj,azul
amount,n,cantidad
amount,n,cuantía
amount,n,monto
amount,n,suma
tajikistan,n,tayikistán
howdy,n,hola
brazil,n,brasil
witch,n,bruja
handgrip,n,asa
handgrip,n,mango
penis,n,pene
penis,n,carajo
penis,n,pirula
penis,n,pirulo
penis,n,polla
penis,n,pija
penis,n,tranca
penis,n,verga
penis,n,chota
penis,n,garompa
penis,n,pipe
penis,n,poste
penis,n,poronga
penis,n,papirola
penis,n,miembro
criterion,n,criterio
criterion,n,patrón
criterion,n,pauta
criterion,n,regla
orange,n,naranjo
orange,n,naranja
unusual,adj,insólito
unusual,adj,excepcional
unusual,adj,extraordinario
mortal,n,mortal
deplorable,adj,lamentable
deplorable,adj,penoso
deplorable,adj,triste
ninth,n,novena
ninth,n,ª
ninth,adj,noveno
blog,n,bitácora
blog,n,blog
blow,n,golpe
blow,n,impacto
benefit,v,beneficiar
bermuda,n,bermudas
close,v,cerrar
close,v,tapar
close,v,cercar
close,adj,cercano
england,n,inglaterra
break,n,descanso
break,n,pausa
break,n,respiro
break,n,suspensión
break,v,romperse
break,v,partir
break,v,quebrar
break,v,romper
break,v,destrozar
break,v,declarar
break,v,manifestar
break,v,revelar
break,v,descubrir
break,v,denunciar
bread,n,pan
protect,v,proteger
clock,n,reloj
projection,n,proyecto
available,adj,disponible
graveyard,n,cementerio
graveyard,n,campo
graveyard,n,panteón
vatican city,?,el
clapper,n,lengua
photography,n,fotografía
carpeting,n,alfombra
carpeting,n,tapete
carpeting,n,tapiz
carpeting,n,moqueta
cloth,n,paño
cloth,n,tejido
cloth,n,tela
cloth,n,trapo
cloth,n,red
cloud,v,nube
wishing,n,deseo
wishing,n,anhelo
mendelevium,n,mendelevio
bite,v,morder
lizard,n,lagarto
bird,n,pájaro
bird,n,ave
bill,n,pico
bill,n,billete
bill,n,factura
bill,n,recibo
bill,n,cuenta
hassium,n,hassio
house,n,casa
house,n,firma
house,n,teatro
surroundings,n,entorno
cactus,n,cacto
protest,n,protesta
protest,v,protestar
protest,v,reclamar
protest,v,amenazar
protest,v,luchar
scrotum,n,escroto
nude,n,nudo
debate,v,debatir
debate,v,discutir
island,n,isla
ahead,adv,adelante
null,n,cero
tiffin,n,almuerzo
tiffin,n,comida
fright,n,miedo
fright,n,terror
fright,n,inseguridad
fright,n,aprensión
fright,n,susto
begetter,n,padre
begetter,n,papa
begetter,n,papá
hotel,n,hotel
hotel,n,albergue
penicillin,n,penicilina
bike,n,bicicleta
mutual,adj,común
mutual,adj,mutuo
mutual,adj,ordinario
mutual,adj,general
perhaps,adv,quizá
religion,n,religión
religion,n,iglesia
religion,n,fe
religion,n,seguridad
odor,n,olor
odor,n,hedor
belarus,n,bielorrusia
belarus,n,belarús
i love you,?,te
abkhaz,n,abjaso
abkhaz,n,abjasio
teacher,n,maestro
teacher,n,maestra
teacher,n,profesor
teacher,n,profesora
teacher,n,educador
death,n,muerte
death,n,desaparición
death,n,tránsito
striking,n,golpe
united states,?,estados
department,n,departamento
suspension,n,pausa
suspension,n,suspensión
peril,n,peligro
peril,n,riesgo
peril,n,azar
embrace,v,comprender
embrace,v,cubrir
archaeology,n,arqueología
democracy,n,democracia
democracy,n,república
someone,n,alguien
someone,n,alguno
someone,n,mortal
mattress,n,colchón
scheme,n,sistema
unloosen,v,liberar
unloosen,v,eximir
unloosen,v,franquear
unloosen,v,exonerar
unloosen,v,perdonar
mineralogy,n,mineralogía
clarinet,n,clarinete
brick,n,ladrillo
bride,n,novia
recycling,n,reciclaje
bring,v,acarrear
bring,v,llevar
bring,v,traer
bring,v,transportar
wine,n,vino
wind,n,viento
wind,n,corriente
wind,n,aire
wind,n,brisa
wing,n,ala
wing,v,volar
sphere,n,esfera
sphere,n,bola
typhoon,n,tifón
wish,n,deseo
wish,n,anhelo
wish,v,desear
wise,adj,sabio
wise,adj,serio
wise,adj,formal
wire,n,alambre
window,n,ventana
with,?,con
shortly,adv,pronto
oboe,n,oboe
vienna,n,viena
vesture,n,vestido
vesture,n,prenda
vesture,n,ropa
slap-up,adj,bárbaro
slap-up,adj,genial
best,adj,mejor
cognition,n,conocimiento
cognition,n,saber
bend,n,curva
bell,n,campana
bell,n,campanilla
belt,n,cinturón
belt,n,cincho
belt,n,cinto
belt,n,correa
belt,n,faja
ornament,n,adorno
ornament,n,decoración
beef,n,vacuno
beer,n,cerveza
bear,n,oso
bear,v,llevar
bear,v,traer
bear,v,funcionar
beat,n,ritmo
beat,n,compás
beat,v,vencer
beau,n,compañero
beau,n,novio
beau,n,pareja
bean,n,haba
bean,n,frijol
bean,n,alubia
bean,n,judía
beak,n,pico
ophidian,n,serpiente
acquaint,v,presentar
gamble,v,arriesgar
gamble,v,aventurar
bromine,n,bromo
bespeak,v,pedir
bespeak,v,solicitar
bespeak,v,demandar
companionship,n,comitiva
sickle,n,hoz
broad,adj,amplio
broad,adj,ancho
potassium,n,potasio
bangkok,n,bangkok
dutch,n,holandés
concur,v,coincidir
concur,v,consentir
grunter,n,marrano
downwardly,adv,abajo
shrew,n,musaraña
regulation,n,norma
regulation,n,regla
regulation,n,regulación
switzerland,n,suiza
mountain,n,montaña
niece,n,sobrina
apace,adv,rápidamente
apace,adv,apresuradamente
eatery,n,restaurante
telescope,n,telescopio
tanganyika,n,lago
christ,n,cristo
foreign,adj,extranjero
foreign,adj,forastero
foreign,adj,extraño
well,n,pozo
well,adv,bien
condom,n,preservativo
condom,n,condón
condom,n,goma
hundred,n,cien
hundred,n,ciento
hundred,n,centenar
100,n,cien
100,n,ciento
100,n,centenar
crystal,n,cristal
west,n,oeste
minute,n,minuto
minute,n,instante
minute,n,momento
minute,adj,diminuto
minute,adj,segundo
bark,n,corteza
wide,adj,ancho
wide,adj,amplio
bath,n,baño
base,n,base
bask,v,disfrutar
bask,v,gustar
software,n,software
software,n,programa
band,n,banda
band,n,anillo
bank,n,banco
bank,n,margen
bank,n,orilla
bank,n,vera
bang,n,éxito
improver,n,adición
substitution,n,sustitución
tantalum,n,tántalo
will,n,voluntad
will,n,testamento
shore,n,costa
shore,n,orilla
short,adj,corto
short,adj,breve
dragon,n,dragón
dragon,n,guiverno
wife,n,esposa
wife,n,mujer
shout,n,grito
shout,n,protesta
shout,n,alarido
shout,v,gritar
shout,v,llamar
ascendance,n,dominación
ascendance,n,dominio
ascendance,n,sometimiento
ascendance,n,sumisión
ascendancy,n,dominación
ascendancy,n,dominio
ascendancy,n,sometimiento
ascendancy,n,sumisión
babe,n,criatura
baby,n,bebé
baby,n,nene
baby,n,niño
baby,n,niña
baby,n,bebe
baby,n,guagua
baby,n,criatura
back,n,espalda
back,n,lomo
back,n,dorso
original,adj,original
tidings,n,noticias
pirate,n,pirata
belorussian,n,bielorruso
ball,n,balón
ball,n,pelota
bald,adj,calvo
storey,n,piso
storey,n,planta
